id_juego,id_plataforma,id_tiempo,id_rating_critico,global_sales,na_sales,jp_sales,eu_sales,other_sales,id_venta
8666,3,247.0,32.0,0.07,0.03,0.0,0.03,0.01,3453
8668,12,238.0,70.0,0.07,0.0,0.07,0.0,0.0,3454
8669,19,332.0,50.0,0.07,0.06,0.0,0.01,0.0,3455
8689,10,341.0,46.0,0.07,0.07,0.0,0.0,0.01,3456
6273,14,238.0,30.0,0.07,0.05,0.0,0.02,0.0,3457
8697,10,327.0,44.0,0.07,0.04,0.0,0.02,0.01,3458
7931,24,359.0,10.0,0.07,0.04,0.01,0.01,0.01,3459
3764,4,329.0,12.0,0.07,0.0,0.04,0.03,0.0,3460
8721,9,280.0,28.0,0.07,0.04,0.0,0.03,0.0,3461
5830,23,247.0,39.0,0.07,0.05,0.0,0.01,0.0,3462
4229,6,341.0,46.0,0.06,0.04,0.0,0.01,0.0,3463
8768,8,341.0,29.0,0.06,0.05,0.0,0.0,0.0,3464
8774,9,332.0,36.0,0.06,0.03,0.0,0.02,0.0,3465
8786,23,238.0,22.0,0.06,0.04,0.0,0.01,0.0,3466
8789,18,332.0,48.0,0.06,0.0,0.06,0.0,0.0,3467
8042,2,319.0,82.0,0.06,0.05,0.0,0.0,0.01,3468
6560,23,327.0,33.0,0.06,0.04,0.0,0.01,0.0,3469
8805,9,381.0,29.0,0.06,0.03,0.0,0.02,0.0,3470
8806,8,341.0,16.0,0.06,0.04,0.0,0.02,0.0,3471
8815,24,359.0,21.0,0.06,0.0,0.05,0.01,0.0,3472
7603,23,247.0,40.0,0.06,0.04,0.0,0.01,0.0,3473
8819,6,329.0,10.0,0.06,0.01,0.0,0.04,0.01,3474
8821,12,263.0,48.0,0.06,0.04,0.0,0.01,0.0,3475
5783,4,329.0,46.0,0.06,0.0,0.0,0.05,0.01,3476
8833,6,329.0,46.0,0.06,0.01,0.0,0.05,0.01,3477
8849,19,332.0,33.0,0.06,0.0,0.06,0.0,0.0,3478
2451,6,312.0,22.0,0.06,0.0,0.0,0.05,0.01,3479
8851,8,312.0,65.0,0.06,0.05,0.0,0.0,0.0,3480
8853,1,274.0,41.0,0.06,0.05,0.0,0.0,0.01,3481
8855,23,254.0,33.0,0.06,0.05,0.0,0.01,0.0,3482
8857,12,254.0,33.0,0.06,0.05,0.0,0.02,0.0,3483
8851,4,312.0,53.0,0.06,0.05,0.0,0.01,0.0,3484
6299,14,263.0,19.0,0.06,0.04,0.0,0.01,0.0,3485
8869,10,329.0,78.0,0.06,0.05,0.0,0.01,0.0,3486
8872,3,327.0,32.0,0.06,0.03,0.0,0.02,0.01,3487
8873,10,274.0,36.0,0.06,0.06,0.0,0.0,0.0,3488
8884,25,326.0,29.0,0.06,0.0,0.06,0.0,0.0,3489
8042,25,319.0,41.0,0.06,0.04,0.0,0.01,0.01,3490
8127,8,305.0,70.0,0.06,0.05,0.0,0.0,0.0,3491
8890,7,312.0,36.0,0.06,0.06,0.0,0.0,0.0,3492
1759,10,312.0,55.0,0.06,0.06,0.0,0.0,0.0,3493
8891,12,263.0,32.0,0.06,0.05,0.0,0.02,0.0,3494
8895,14,280.0,83.0,0.06,0.05,0.0,0.01,0.0,3495
8896,23,254.0,25.0,0.06,0.04,0.0,0.01,0.0,3496
8904,10,274.0,15.0,0.06,0.05,0.0,0.0,0.0,3497
8914,7,327.0,28.0,0.06,0.05,0.0,0.0,0.0,3498
8923,3,247.0,29.0,0.06,0.03,0.0,0.02,0.01,3499
8607,24,359.0,10.0,0.06,0.03,0.01,0.01,0.0,3500
8943,8,274.0,37.0,0.06,0.06,0.0,0.0,0.0,3501
8944,12,238.0,47.0,0.06,0.04,0.0,0.02,0.0,3502
8946,3,274.0,25.0,0.06,0.03,0.0,0.02,0.01,3503
8953,10,312.0,55.0,0.06,0.06,0.0,0.0,0.0,3504
8963,23,247.0,16.0,0.06,0.0,0.05,0.0,0.0,3505
8976,6,238.0,38.0,0.06,0.0,0.0,0.05,0.01,3506
8977,6,254.0,26.0,0.06,0.03,0.0,0.02,0.01,3507
8979,6,329.0,29.0,0.06,0.01,0.0,0.04,0.01,3508
4608,23,254.0,52.0,0.06,0.05,0.0,0.01,0.0,3509
8986,10,329.0,31.0,0.06,0.06,0.0,0.0,0.0,3510
3601,23,263.0,10.0,0.06,0.05,0.0,0.01,0.0,3511
3456,14,263.0,18.0,0.06,0.05,0.0,0.01,0.0,3512
382,6,247.0,29.0,0.06,0.0,0.0,0.05,0.01,3513
9016,10,341.0,29.0,0.06,0.05,0.0,0.01,0.0,3514
9022,12,247.0,40.0,0.06,0.05,0.0,0.02,0.0,3515
9025,12,280.0,52.0,0.06,0.04,0.0,0.02,0.0,3516
5745,6,341.0,44.0,0.06,0.04,0.0,0.02,0.01,3517
259,6,312.0,12.0,0.06,0.0,0.0,0.05,0.01,3518
4837,23,263.0,52.0,0.06,0.04,0.0,0.01,0.0,3519
9038,9,300.0,38.0,0.06,0.03,0.0,0.02,0.0,3520
9044,23,263.0,45.0,0.06,0.05,0.0,0.01,0.0,3521
6902,23,263.0,46.0,0.06,0.05,0.0,0.01,0.0,3522
9050,12,280.0,10.0,0.06,0.05,0.0,0.02,0.0,3523
878,10,327.0,16.0,0.06,0.05,0.0,0.01,0.0,3524
302,6,341.0,46.0,0.06,0.0,0.0,0.05,0.01,3525
784,14,327.0,52.0,0.06,0.04,0.0,0.01,0.0,3526
3456,23,263.0,14.0,0.06,0.04,0.0,0.01,0.0,3527
1793,6,305.0,9.0,0.06,0.0,0.0,0.05,0.01,3528
9063,10,327.0,30.0,0.06,0.06,0.0,0.0,0.0,3529
7541,10,327.0,46.0,0.06,0.06,0.0,0.0,0.0,3530
1669,6,341.0,5.0,0.06,0.01,0.0,0.04,0.01,3531
9066,10,312.0,10.0,0.06,0.05,0.0,0.0,0.0,3532
9078,8,305.0,78.0,0.06,0.06,0.0,0.0,0.0,3533
598,23,238.0,44.0,0.06,0.04,0.0,0.01,0.0,3534
9105,24,359.0,44.0,0.06,0.0,0.0,0.06,0.0,3535
9119,12,263.0,5.0,0.06,0.04,0.0,0.02,0.0,3536
9121,8,312.0,28.0,0.06,0.0,0.03,0.03,0.0,3537
9128,6,341.0,10.0,0.06,0.0,0.0,0.05,0.01,3538
9146,7,274.0,44.0,0.06,0.06,0.0,0.0,0.0,3539
5833,23,238.0,52.0,0.06,0.05,0.0,0.01,0.0,3540
9157,4,274.0,29.0,0.06,0.05,0.0,0.0,0.0,3541
9164,18,290.0,49.0,0.06,0.0,0.06,0.0,0.0,3542
5632,14,238.0,65.0,0.06,0.04,0.0,0.01,0.0,3543
4026,4,274.0,62.0,0.06,0.04,0.01,0.0,0.0,3544
9176,23,254.0,28.0,0.06,0.04,0.0,0.01,0.0,3545
9178,12,263.0,36.0,0.06,0.04,0.0,0.02,0.0,3546
9180,6,329.0,32.0,0.06,0.0,0.0,0.05,0.01,3547
7954,23,247.0,29.0,0.06,0.05,0.0,0.01,0.0,3548
9206,9,300.0,41.0,0.06,0.03,0.0,0.02,0.0,3549
9225,24,271.0,35.0,0.05,0.04,0.0,0.0,0.01,3550
9231,27,326.0,56.0,0.05,0.03,0.0,0.02,0.0,3551
9237,12,238.0,41.0,0.05,0.03,0.0,0.01,0.0,3552
9238,12,254.0,10.0,0.05,0.03,0.0,0.01,0.0,3553
9264,12,254.0,19.0,0.05,0.03,0.0,0.01,0.0,3554
6765,23,263.0,68.0,0.05,0.04,0.0,0.01,0.0,3555
9284,23,247.0,32.0,0.05,0.0,0.05,0.0,0.0,3556
9286,7,312.0,27.0,0.05,0.0,0.05,0.0,0.0,3557
9288,12,280.0,47.0,0.05,0.03,0.0,0.01,0.0,3558
8552,1,347.0,20.0,0.05,0.01,0.0,0.04,0.01,3559
4790,23,254.0,39.0,0.05,0.04,0.0,0.01,0.0,3560
9297,19,300.0,60.0,0.05,0.04,0.0,0.01,0.0,3561
9309,18,280.0,15.0,0.05,0.0,0.05,0.0,0.0,3562
9308,7,341.0,41.0,0.05,0.05,0.0,0.0,0.0,3563
9329,4,341.0,55.0,0.05,0.04,0.0,0.0,0.0,3564
949,23,238.0,58.0,0.05,0.03,0.0,0.01,0.0,3565
9332,18,280.0,20.0,0.05,0.0,0.05,0.0,0.0,3566
9338,3,263.0,18.0,0.05,0.03,0.0,0.02,0.01,3567
3744,6,341.0,16.0,0.05,0.0,0.0,0.04,0.01,3568
9343,10,312.0,37.0,0.05,0.04,0.0,0.0,0.0,3569
9345,9,363.0,55.0,0.05,0.03,0.0,0.02,0.0,3570
9372,3,247.0,38.0,0.05,0.03,0.0,0.02,0.01,3571
7902,8,305.0,78.0,0.05,0.05,0.0,0.0,0.0,3572
9389,7,327.0,35.0,0.05,0.05,0.0,0.0,0.0,3573
3991,23,254.0,60.0,0.05,0.04,0.0,0.01,0.0,3574
9399,23,254.0,53.0,0.05,0.04,0.0,0.01,0.0,3575
9401,25,319.0,29.0,0.05,0.05,0.0,0.0,0.01,3576
6273,23,238.0,19.0,0.05,0.04,0.0,0.01,0.0,3577
5513,8,329.0,29.0,0.05,0.05,0.0,0.0,0.0,3578
703,6,312.0,32.0,0.05,0.02,0.0,0.03,0.01,3579
9434,8,312.0,59.0,0.05,0.05,0.0,0.0,0.0,3580
9157,1,274.0,29.0,0.05,0.05,0.0,0.0,0.01,3581
5834,8,327.0,62.0,0.05,0.04,0.0,0.0,0.0,3582
9439,12,238.0,68.0,0.05,0.03,0.0,0.01,0.0,3583
2643,23,247.0,65.0,0.05,0.04,0.0,0.01,0.0,3584
9449,10,274.0,46.0,0.05,0.04,0.0,0.01,0.0,3585
9465,6,341.0,26.0,0.05,0.04,0.0,0.01,0.01,3586
6527,14,238.0,44.0,0.05,0.04,0.0,0.01,0.0,3587
9473,6,300.0,14.0,0.05,0.01,0.0,0.03,0.0,3588
9475,12,327.0,19.0,0.05,0.04,0.0,0.01,0.0,3589
9476,7,327.0,15.0,0.05,0.05,0.0,0.0,0.0,3590
9228,24,359.0,18.0,0.05,0.03,0.0,0.01,0.01,3591
9491,7,312.0,74.0,0.05,0.05,0.0,0.0,0.0,3592
5894,14,263.0,70.0,0.05,0.04,0.0,0.01,0.0,3593
9505,2,359.0,12.0,0.05,0.03,0.0,0.01,0.01,3594
5710,10,327.0,70.0,0.05,0.05,0.0,0.0,0.0,3595
9513,18,332.0,14.0,0.05,0.0,0.05,0.0,0.0,3596
9523,6,329.0,55.0,0.05,0.0,0.0,0.05,0.01,3597
9529,10,274.0,32.0,0.05,0.05,0.0,0.0,0.0,3598
9531,7,247.0,37.0,0.05,0.05,0.0,0.0,0.0,3599
9536,9,290.0,55.0,0.05,0.03,0.0,0.02,0.0,3600
9540,19,332.0,57.0,0.05,0.04,0.0,0.01,0.0,3601
2085,23,263.0,35.0,0.05,0.04,0.0,0.01,0.0,3602
9553,12,254.0,21.0,0.05,0.04,0.0,0.01,0.0,3603
9574,23,263.0,25.0,0.05,0.01,0.03,0.0,0.0,3604
9578,12,280.0,37.0,0.05,0.03,0.0,0.01,0.0,3605
9589,12,263.0,15.0,0.05,0.04,0.0,0.01,0.0,3606
8806,10,341.0,36.0,0.05,0.04,0.0,0.0,0.0,3607
9596,23,254.0,34.0,0.05,0.04,0.0,0.01,0.0,3608
9603,12,263.0,20.0,0.05,0.03,0.0,0.01,0.0,3609
9608,12,327.0,33.0,0.05,0.03,0.0,0.01,0.0,3610
9609,8,327.0,25.0,0.05,0.04,0.0,0.0,0.0,3611
9611,14,238.0,6.0,0.05,0.04,0.0,0.01,0.0,3612
7801,8,329.0,46.0,0.05,0.05,0.0,0.0,0.0,3613
747,6,341.0,10.0,0.05,0.0,0.0,0.05,0.01,3614
1005,10,274.0,19.0,0.05,0.04,0.0,0.0,0.0,3615
548,6,327.0,19.0,0.05,0.0,0.0,0.04,0.01,3616
8877,24,359.0,21.0,0.05,0.03,0.0,0.01,0.0,3617
6523,6,329.0,46.0,0.05,0.0,0.0,0.04,0.01,3618
9656,23,254.0,10.0,0.05,0.04,0.0,0.01,0.0,3619
8612,24,271.0,29.0,0.05,0.0,0.05,0.0,0.0,3620
1153,6,312.0,18.0,0.05,0.0,0.0,0.04,0.01,3621
9676,10,312.0,46.0,0.05,0.05,0.0,0.0,0.0,3622
9679,3,305.0,31.0,0.05,0.01,0.03,0.01,0.0,3623
9694,6,341.0,21.0,0.05,0.0,0.0,0.04,0.01,3624
9698,3,263.0,16.0,0.05,0.03,0.0,0.02,0.01,3625
9700,23,254.0,50.0,0.05,0.04,0.0,0.01,0.0,3626
9704,10,274.0,37.0,0.05,0.05,0.0,0.0,0.0,3627
9707,3,238.0,52.0,0.05,0.03,0.0,0.02,0.01,3628
4495,6,329.0,39.0,0.05,0.03,0.0,0.01,0.0,3629
4087,23,254.0,57.0,0.05,0.04,0.0,0.01,0.0,3630
9717,4,327.0,10.0,0.05,0.0,0.0,0.04,0.0,3631
6492,7,327.0,39.0,0.05,0.04,0.0,0.0,0.0,3632
4252,10,274.0,63.0,0.05,0.03,0.0,0.01,0.0,3633
2364,23,254.0,10.0,0.04,0.03,0.0,0.01,0.0,3634
6806,12,327.0,70.0,0.04,0.03,0.0,0.01,0.0,3635
7657,23,238.0,36.0,0.04,0.03,0.0,0.01,0.0,3636
9754,6,327.0,1.0,0.04,0.0,0.0,0.04,0.0,3637
9755,6,305.0,6.0,0.04,0.0,0.0,0.04,0.01,3638
1281,6,312.0,52.0,0.04,0.0,0.0,0.04,0.0,3639
9762,7,305.0,80.0,0.04,0.04,0.0,0.0,0.0,3640
8816,24,271.0,10.0,0.04,0.0,0.0,0.04,0.0,3641
9782,6,305.0,49.0,0.04,0.0,0.0,0.03,0.0,3642
9784,9,300.0,37.0,0.04,0.02,0.0,0.01,0.0,3643
9791,6,312.0,35.0,0.04,0.03,0.0,0.0,0.0,3644
9795,6,341.0,37.0,0.04,0.03,0.0,0.0,0.0,3645
9797,12,238.0,19.0,0.04,0.03,0.0,0.01,0.0,3646
9814,6,305.0,5.0,0.04,0.01,0.0,0.02,0.0,3647
4870,6,312.0,5.0,0.04,0.0,0.0,0.04,0.01,3648
9843,3,274.0,25.0,0.04,0.0,0.04,0.0,0.0,3649
1137,7,319.0,46.0,0.04,0.0,0.0,0.03,0.01,3650
9851,24,359.0,44.0,0.04,0.0,0.02,0.02,0.0,3651
9853,12,238.0,29.0,0.04,0.03,0.0,0.01,0.0,3652
9858,25,319.0,82.0,0.04,0.03,0.01,0.0,0.0,3653
9880,3,274.0,32.0,0.04,0.0,0.04,0.0,0.0,3654
9892,7,327.0,27.0,0.04,0.02,0.02,0.0,0.0,3655
9893,4,327.0,41.0,0.04,0.04,0.0,0.0,0.0,3656
9898,7,274.0,29.0,0.04,0.03,0.0,0.0,0.0,3657
9904,10,305.0,36.0,0.04,0.01,0.0,0.02,0.0,3658
9912,12,247.0,55.0,0.04,0.03,0.0,0.01,0.0,3659
9919,7,305.0,58.0,0.04,0.03,0.0,0.0,0.0,3660
9925,3,327.0,38.0,0.04,0.02,0.0,0.01,0.0,3661
9937,12,280.0,10.0,0.04,0.03,0.0,0.01,0.0,3662
9938,9,332.0,19.0,0.04,0.02,0.0,0.01,0.0,3663
1005,6,274.0,6.0,0.04,0.0,0.0,0.03,0.01,3664
6487,12,263.0,16.0,0.04,0.03,0.0,0.01,0.0,3665
10007,6,381.0,24.0,0.04,0.04,0.0,0.0,0.0,3666
10021,24,359.0,12.0,0.04,0.03,0.0,0.0,0.0,3667
10054,1,329.0,68.0,0.04,0.0,0.0,0.03,0.01,3668
10067,2,359.0,29.0,0.04,0.02,0.0,0.01,0.01,3669
7531,7,305.0,49.0,0.04,0.04,0.0,0.0,0.0,3670
6074,5,359.0,46.0,0.04,0.0,0.0,0.03,0.0,3671
10074,24,359.0,10.0,0.04,0.03,0.0,0.0,0.0,3672
5943,27,347.0,72.0,0.04,0.02,0.0,0.02,0.0,3673
10132,6,332.0,6.0,0.04,0.02,0.0,0.02,0.0,3674
6527,23,238.0,25.0,0.04,0.03,0.0,0.01,0.0,3675
10171,6,437.0,10.0,0.04,0.04,0.0,0.0,0.0,3676
10172,12,263.0,32.0,0.04,0.03,0.0,0.01,0.0,3677
10178,6,247.0,26.0,0.04,0.01,0.0,0.03,0.0,3678
7161,8,305.0,65.0,0.04,0.03,0.0,0.0,0.0,3679
10202,6,254.0,20.0,0.04,0.02,0.0,0.02,0.0,3680
1533,23,238.0,15.0,0.04,0.03,0.0,0.01,0.0,3681
10211,8,274.0,38.0,0.04,0.04,0.0,0.0,0.0,3682
1908,6,312.0,44.0,0.04,0.01,0.0,0.03,0.01,3683
10233,8,329.0,29.0,0.04,0.04,0.0,0.0,0.0,3684
10237,4,312.0,20.0,0.04,0.02,0.0,0.02,0.0,3685
4350,23,263.0,49.0,0.04,0.03,0.0,0.01,0.0,3686
10247,12,263.0,5.0,0.04,0.03,0.0,0.01,0.0,3687
10248,6,327.0,21.0,0.04,0.0,0.0,0.04,0.0,3688
10249,7,341.0,15.0,0.04,0.03,0.0,0.0,0.01,3689
193,6,271.0,35.0,0.04,0.0,0.0,0.04,0.0,3690
10252,10,312.0,53.0,0.04,0.03,0.0,0.0,0.0,3691
1706,6,263.0,24.0,0.04,0.0,0.0,0.04,0.0,3692
10269,27,298.0,30.0,0.04,0.0,0.0,0.04,0.0,3693
2172,10,327.0,36.0,0.04,0.03,0.0,0.0,0.0,3694
10271,9,363.0,29.0,0.04,0.02,0.0,0.01,0.0,3695
10266,2,319.0,68.0,0.04,0.03,0.0,0.01,0.01,3696
10274,7,305.0,27.0,0.04,0.04,0.0,0.0,0.0,3697
10276,12,263.0,52.0,0.04,0.03,0.0,0.01,0.0,3698
198,6,312.0,25.0,0.04,0.0,0.0,0.03,0.01,3699
10284,7,312.0,29.0,0.04,0.04,0.0,0.0,0.0,3700
10285,6,341.0,29.0,0.04,0.0,0.0,0.03,0.01,3701
10287,12,254.0,41.0,0.04,0.03,0.0,0.01,0.0,3702
2,6,254.0,18.0,0.04,0.0,0.0,0.03,0.0,3703
10307,12,238.0,39.0,0.04,0.03,0.0,0.01,0.0,3704
10315,12,280.0,31.0,0.04,0.03,0.0,0.01,0.0,3705
10316,12,327.0,31.0,0.04,0.03,0.0,0.01,0.0,3706
10327,12,254.0,30.0,0.03,0.02,0.0,0.01,0.0,3707
10335,12,254.0,22.0,0.03,0.02,0.0,0.01,0.0,3708
1007,6,274.0,25.0,0.03,0.0,0.0,0.02,0.0,3709
10356,19,332.0,28.0,0.03,0.02,0.0,0.01,0.0,3710
625,6,341.0,40.0,0.03,0.03,0.0,0.0,0.0,3711
10366,12,254.0,31.0,0.03,0.02,0.0,0.01,0.0,3712
10368,15,329.0,29.0,0.03,0.02,0.0,0.0,0.0,3713
10369,12,254.0,62.0,0.03,0.02,0.0,0.01,0.0,3714
5750,23,254.0,31.0,0.03,0.02,0.0,0.01,0.0,3715
10371,6,274.0,22.0,0.03,0.01,0.0,0.01,0.0,3716
10375,23,254.0,65.0,0.03,0.03,0.0,0.01,0.0,3717
1347,6,312.0,12.0,0.03,0.0,0.0,0.03,0.0,3718
748,6,254.0,23.0,0.03,0.0,0.0,0.02,0.0,3719
10401,12,327.0,84.0,0.03,0.02,0.0,0.01,0.0,3720
10403,23,254.0,48.0,0.03,0.01,0.01,0.0,0.0,3721
10413,9,363.0,70.0,0.03,0.02,0.0,0.01,0.0,3722
10417,25,298.0,19.0,0.03,0.03,0.0,0.0,0.0,3723
10420,12,247.0,28.0,0.03,0.02,0.0,0.01,0.0,3724
10427,24,359.0,38.0,0.03,0.02,0.01,0.0,0.0,3725
2516,6,327.0,10.0,0.03,0.0,0.0,0.03,0.0,3726
10444,20,290.0,18.0,0.03,0.0,0.03,0.0,0.0,3727
10446,6,274.0,29.0,0.03,0.0,0.0,0.03,0.0,3728
10447,23,254.0,5.0,0.03,0.03,0.0,0.01,0.0,3729
10452,23,254.0,54.0,0.03,0.03,0.0,0.01,0.0,3730
1380,6,305.0,46.0,0.03,0.01,0.0,0.01,0.0,3731
10455,12,247.0,5.0,0.03,0.02,0.0,0.01,0.0,3732
10457,19,332.0,70.0,0.03,0.02,0.0,0.01,0.0,3733
10458,12,238.0,28.0,0.03,0.02,0.0,0.01,0.0,3734
5897,23,263.0,16.0,0.03,0.02,0.0,0.01,0.0,3735
10462,12,263.0,65.0,0.03,0.02,0.0,0.01,0.0,3736
10472,12,280.0,29.0,0.03,0.03,0.0,0.01,0.0,3737
10476,12,280.0,68.0,0.03,0.02,0.0,0.01,0.0,3738
4038,6,254.0,26.0,0.03,0.0,0.0,0.03,0.0,3739
10480,12,238.0,28.0,0.03,0.02,0.0,0.01,0.0,3740
5776,3,327.0,52.0,0.03,0.01,0.0,0.01,0.0,3741
10503,25,298.0,18.0,0.03,0.03,0.0,0.0,0.0,3742
10506,27,298.0,39.0,0.03,0.01,0.0,0.01,0.0,3743
10537,12,238.0,46.0,0.03,0.02,0.0,0.01,0.0,3744
10539,7,305.0,63.0,0.03,0.03,0.0,0.0,0.0,3745
10540,12,247.0,46.0,0.03,0.02,0.0,0.01,0.0,3746
10542,6,274.0,18.0,0.03,0.0,0.0,0.03,0.01,3747
10568,6,312.0,18.0,0.03,0.01,0.0,0.02,0.0,3748
10584,6,254.0,5.0,0.03,0.0,0.0,0.03,0.0,3749
10586,6,247.0,10.0,0.03,0.0,0.0,0.03,0.0,3750
10599,6,329.0,60.0,0.03,0.0,0.0,0.03,0.0,3751
10610,6,327.0,12.0,0.03,0.0,0.0,0.03,0.01,3752
10622,6,254.0,7.0,0.03,0.0,0.0,0.03,0.0,3753
10623,6,305.0,23.0,0.03,0.0,0.0,0.03,0.0,3754
10625,12,247.0,68.0,0.03,0.02,0.0,0.01,0.0,3755
10687,6,263.0,10.0,0.03,0.0,0.0,0.02,0.0,3756
10742,9,332.0,36.0,0.03,0.02,0.0,0.01,0.0,3757
5239,12,247.0,47.0,0.03,0.02,0.0,0.01,0.0,3758
10757,9,363.0,27.0,0.03,0.02,0.0,0.01,0.0,3759
2015,7,274.0,44.0,0.03,0.03,0.0,0.0,0.0,3760
10759,12,327.0,58.0,0.03,0.02,0.0,0.01,0.0,3761
10762,12,247.0,85.0,0.03,0.02,0.0,0.01,0.0,3762
10766,2,359.0,55.0,0.03,0.02,0.0,0.0,0.0,3763
10770,23,254.0,44.0,0.03,0.02,0.0,0.01,0.0,3764
6451,7,305.0,38.0,0.03,0.03,0.0,0.0,0.0,3765
195,6,298.0,23.0,0.03,0.0,0.0,0.02,0.0,3766
6999,23,247.0,44.0,0.03,0.03,0.0,0.01,0.0,3767
10797,24,359.0,44.0,0.03,0.03,0.0,0.0,0.0,3768
10839,12,263.0,36.0,0.03,0.02,0.0,0.01,0.0,3769
1518,14,327.0,9.0,0.03,0.02,0.0,0.01,0.0,3770
10841,12,263.0,10.0,0.03,0.02,0.0,0.01,0.0,3771
5834,3,327.0,52.0,0.03,0.02,0.0,0.01,0.0,3772
3196,23,254.0,28.0,0.03,0.02,0.0,0.01,0.0,3773
10867,12,238.0,10.0,0.03,0.02,0.0,0.01,0.0,3774
10868,6,341.0,19.0,0.03,0.0,0.0,0.02,0.0,3775
10869,24,359.0,16.0,0.03,0.02,0.0,0.0,0.0,3776
10871,3,327.0,39.0,0.03,0.01,0.0,0.01,0.0,3777
10872,6,327.0,10.0,0.03,0.0,0.0,0.02,0.0,3778
10884,8,305.0,28.0,0.03,0.01,0.0,0.01,0.0,3779
10888,12,280.0,32.0,0.03,0.02,0.0,0.01,0.0,3780
10904,3,247.0,38.0,0.03,0.01,0.0,0.01,0.0,3781
10907,12,254.0,32.0,0.03,0.02,0.0,0.01,0.0,3782
10923,6,332.0,7.0,0.03,0.01,0.0,0.02,0.0,3783
10927,12,247.0,53.0,0.03,0.02,0.0,0.01,0.0,3784
10934,3,238.0,28.0,0.03,0.02,0.0,0.01,0.0,3785
10943,7,327.0,49.0,0.03,0.03,0.0,0.0,0.0,3786
10952,14,254.0,17.0,0.03,0.0,0.03,0.0,0.0,3787
10954,10,274.0,39.0,0.03,0.03,0.0,0.0,0.0,3788
9220,7,305.0,64.0,0.03,0.03,0.0,0.0,0.0,3789
8238,8,312.0,29.0,0.03,0.01,0.0,0.02,0.0,3790
2464,14,327.0,27.0,0.03,0.02,0.0,0.01,0.0,3791
5054,12,327.0,29.0,0.03,0.02,0.0,0.01,0.0,3792
10994,9,300.0,59.0,0.03,0.02,0.0,0.01,0.0,3793
11005,12,254.0,16.0,0.03,0.02,0.0,0.01,0.0,3794
7560,5,271.0,7.0,0.03,0.02,0.0,0.0,0.0,3795
11055,7,341.0,55.0,0.03,0.0,0.03,0.0,0.0,3796
1399,6,327.0,15.0,0.03,0.03,0.0,0.0,0.0,3797
11065,7,312.0,48.0,0.03,0.0,0.03,0.0,0.0,3798
11070,12,327.0,10.0,0.03,0.02,0.0,0.01,0.0,3799
11091,23,254.0,76.0,0.02,0.01,0.0,0.0,0.0,3800
11103,12,263.0,55.0,0.02,0.01,0.0,0.0,0.0,3801
3126,6,274.0,61.0,0.02,0.0,0.0,0.02,0.0,3802
11116,6,327.0,14.0,0.02,0.0,0.0,0.02,0.0,3803
11123,9,290.0,48.0,0.02,0.01,0.0,0.01,0.0,3804
11124,25,321.0,59.0,0.02,0.01,0.0,0.01,0.0,3805
11130,3,327.0,28.0,0.02,0.01,0.0,0.01,0.0,3806
11148,6,305.0,10.0,0.02,0.0,0.0,0.02,0.0,3807
11154,12,263.0,40.0,0.02,0.01,0.0,0.01,0.0,3808
11182,4,327.0,9.0,0.02,0.0,0.0,0.01,0.0,3809
5544,6,327.0,61.0,0.02,0.0,0.0,0.01,0.0,3810
8151,5,319.0,46.0,0.02,0.0,0.0,0.01,0.0,3811
11210,14,247.0,60.0,0.02,0.01,0.0,0.0,0.0,3812
11218,12,263.0,52.0,0.02,0.01,0.0,0.0,0.0,3813
11220,12,263.0,37.0,0.02,0.01,0.0,0.0,0.0,3814
11222,12,254.0,44.0,0.02,0.01,0.0,0.01,0.0,3815
3757,6,312.0,52.0,0.02,0.0,0.0,0.02,0.0,3816
351,6,271.0,44.0,0.02,0.0,0.0,0.02,0.0,3817
3747,6,305.0,30.0,0.02,0.0,0.0,0.02,0.0,3818
9107,23,254.0,35.0,0.02,0.02,0.0,0.0,0.0,3819
11243,9,332.0,51.0,0.02,0.01,0.0,0.01,0.0,3820
1265,12,263.0,21.0,0.02,0.02,0.0,0.01,0.0,3821
7767,23,254.0,37.0,0.02,0.01,0.0,0.0,0.0,3822
11250,23,254.0,28.0,0.02,0.02,0.0,0.0,0.0,3823
11269,9,290.0,63.0,0.02,0.01,0.0,0.01,0.0,3824
11284,24,359.0,18.0,0.02,0.0,0.02,0.0,0.0,3825
11299,9,356.0,46.0,0.02,0.01,0.0,0.01,0.0,3826
9851,2,359.0,46.0,0.02,0.0,0.02,0.0,0.0,3827
11325,9,356.0,42.0,0.02,0.01,0.0,0.01,0.0,3828
11327,12,254.0,25.0,0.02,0.02,0.0,0.01,0.0,3829
11328,12,254.0,25.0,0.02,0.02,0.0,0.01,0.0,3830
11339,6,327.0,10.0,0.02,0.0,0.0,0.02,0.0,3831
11346,6,274.0,38.0,0.02,0.0,0.0,0.02,0.0,3832
11349,6,341.0,28.0,0.02,0.0,0.0,0.02,0.0,3833
11361,24,359.0,29.0,0.02,0.01,0.0,0.0,0.0,3834
1716,6,305.0,35.0,0.02,0.0,0.0,0.02,0.0,3835
11385,12,263.0,19.0,0.02,0.01,0.0,0.01,0.0,3836
11396,2,319.0,44.0,0.02,0.0,0.01,0.01,0.0,3837
11406,7,305.0,48.0,0.02,0.02,0.0,0.0,0.0,3838
11545,6,312.0,18.0,0.02,0.0,0.0,0.02,0.0,3839
